Time[ms] CO2[ppm] O2[bar] P[bar] T[C]
15293952 710.00 207.40 989.00 26.40
15294630 710.00 207.40 989.00 26.40
15295307 700.00 207.40 989.00 26.30
15295985 700.00 207.40 989.00 26.40
15296662 710.00 207.40 989.00 26.40
15297340 690.00 207.40 989.00 26.30
15298017 690.00 207.40 989.00 26.30
15298697 690.00 207.40 989.00 26.30
15299375 690.00 207.40 989.00 26.30
15300053 690.00 207.40 989.00 26.30
15300730 690.00 207.40 989.00 26.30
15301408 670.00 207.40 989.00 26.40
15302086 640.00 207.40 989.00 26.40
15302763 650.00 207.40 989.00 26.40
15303441 660.00 207.40 989.00 26.40
15304118 670.00 207.40 989.00 26.30
15304796 680.00 207.40 989.00 26.30
15305474 690.00 207.40 989.00 26.30
15306151 690.00 207.40 989.00 26.30
15306829 700.00 207.40 989.00 26.30
15307507 710.00 207.40 989.00 26.40
15308187 700.00 207.40 989.00 26.40
15308864 700.00 207.40 989.00 26.40
15309542 690.00 207.40 989.00 26.40
15310219 690.00 207.40 989.00 26.30
15310897 680.00 207.40 989.00 26.30
15311574 670.00 207.40 989.00 26.40
15312252 670.00 207.50 989.00 26.40
15312930 670.00 207.50 989.00 26.40
15313607 680.00 207.50 989.00 26.30
15314285 660.00 207.50 989.00 26.40
15314963 660.00 207.50 989.00 26.40
15315640 650.00 207.50 989.00 26.30
15316317 630.00 207.50 989.00 26.30
15316995 630.00 207.50 989.00 26.30
15317676 630.00 207.50 989.00 26.40
15318353 620.00 207.50 989.00 26.40
15319031 600.00 207.50 989.00 26.40
15319708 600.00 207.40 989.00 26.30
15320385 600.00 207.40 989.00 26.40
15321063 610.00 207.40 989.00 26.40
15321740 600.00 207.40 989.00 26.40
15322417 620.00 207.40 989.00 26.30
15323095 620.00 207.40 989.00 26.30
15323772 620.00 207.40 989.00 26.30
15324450 630.00 207.40 989.00 26.40
15325127 630.00 207.40 989.00 26.40
15325804 650.00 207.40 989.00 26.40
15326483 650.00 207.40 989.00 26.30
15327163 660.00 207.40 989.00 26.30
15327839 680.00 207.40 989.00 26.30
15328517 670.00 207.40 989.00 26.40
15329193 670.00 207.40 989.00 26.40
15329870 690.00 207.40 989.00 26.40
15330548 690.00 207.40 989.00 26.40
15331225 700.00 207.40 989.00 26.40
15331902 720.00 207.40 989.00 26.30
15332579 730.00 207.40 989.00 26.30
15333255 720.00 207.40 989.00 26.30
15333932 700.00 207.40 989.00 26.30
15334610 710.00 207.40 989.00 26.50
15335287 690.00 207.40 989.00 26.50
15335964 680.00 207.40 989.00 26.40
15336644 670.00 207.40 989.00 26.40
15337322 660.00 207.40 989.00 26.40
15337999 660.00 207.40 989.00 26.40
15338676 660.00 207.40 989.00 26.40
15339353 680.00 207.40 989.00 26.40
15340030 690.00 207.40 989.00 26.40
15340708 690.00 207.40 989.00 26.30
15341384 690.00 207.40 989.00 26.30
15342061 690.00 207.50 989.00 26.30
15342739 680.00 207.40 989.00 26.40
15343415 680.00 207.40 989.00 26.40
15344092 680.00 207.40 989.00 26.30
15344770 660.00 207.40 989.00 26.40
15345446 660.00 207.40 989.00 26.40
15346123 660.00 207.40 989.00 26.40
15346804 650.00 207.40 989.00 26.40
15347481 640.00 207.40 989.00 26.40
15348157 640.00 207.40 989.00 26.40
15348836 630.00 207.40 989.00 26.40
15349513 630.00 207.40 989.00 26.40
15350190 620.00 207.40 989.00 26.40
15350868 610.00 207.40 989.00 26.40
15351545 620.00 207.40 989.00 26.40
15352222 630.00 207.40 989.00 26.40
15352899 630.00 207.40 989.00 26.40
15353576 640.00 207.40 989.00 26.40
15354253 640.00 207.40 989.00 26.40
15354930 650.00 207.40 989.00 26.30
15355608 650.00 207.40 989.00 26.30
15356288 650.00 207.40 989.00 26.40
15356966 650.00 207.40 989.00 26.40
15357643 640.00 207.40 989.00 26.40
15358320 650.00 207.40 989.00 26.40
15358998 690.00 207.40 989.00 26.40
15359675 690.00 207.40 989.00 26.40
15360353 690.00 207.40 989.00 26.40
15361031 680.00 207.40 989.00 26.30
15361708 670.00 207.40 989.00 26.40
15362385 670.00 207.40 989.00 26.40
15363063 680.00 207.40 989.00 26.40
15363741 690.00 207.40 989.00 26.40
15364418 680.00 207.40 989.00 26.40
15365095 680.00 207.40 989.00 26.30
15365775 700.00 207.40 989.00 26.40
15366452 760.00 207.40 989.00 26.40
15367130 770.00 207.40 989.00 26.30
15367808 760.00 207.40 989.00 26.40
15368485 710.00 207.40 989.00 26.40
15369162 710.00 207.40 989.00 26.50
15369839 700.00 207.40 989.00 26.40
15370517 690.00 207.40 989.00 26.40
15371194 690.00 207.40 989.00 26.40
15371872 690.00 207.40 989.00 26.50
15372550 670.00 207.40 989.00 26.50
15373227 660.00 207.40 989.00 26.40
15373905 670.00 207.40 989.00 26.30
15374582 680.00 207.40 989.00 26.30
15375263 670.00 207.40 989.00 26.40
15375939 690.00 207.40 989.00 26.40
15376617 700.00 207.40 989.00 26.40
15377295 700.00 207.40 989.00 26.30
15377972 700.00 207.40 989.00 26.40
15378649 700.00 207.40 989.00 26.40
15379327 690.00 207.40 989.00 26.40
15380004 690.00 207.40 989.00 26.40
15380681 690.00 207.40 989.00 26.40
15381359 670.00 207.40 989.00 26.30
15382036 660.00 207.40 989.00 26.30
15382713 630.00 207.40 989.00 26.30
15383391 620.00 207.40 989.00 26.40
15384069 620.00 207.40 989.00 26.40
15384747 610.00 207.40 989.00 26.40
15385431 600.00 207.40 989.00 26.40
15386109 610.00 207.40 989.00 26.40
15386787 620.00 207.40 989.00 26.40
15387464 620.00 207.40 989.00 26.40
15388142 620.00 207.40 989.00 26.40
15388819 620.00 207.40 989.00 26.40
15389496 620.00 207.40 989.00 26.40
15390174 620.00 207.40 989.00 26.40
15390852 630.00 207.40 989.00 26.40
15391529 630.00 207.40 989.00 26.40
15392207 640.00 207.40 989.00 26.40
15392892 650.00 207.40 989.00 26.40
15393576 640.00 207.40 989.00 26.40
15394254 650.00 207.40 989.00 26.40
15394944 650.00 207.40 989.00 26.40
15395621 640.00 207.40 989.00 26.40
15396299 640.00 207.40 989.00 26.40
15396977 660.00 207.40 989.00 26.40
15397654 660.00 207.40 989.00 26.40
15398332 630.00 207.40 989.00 26.40
15399009 420.00 207.40 989.00 26.40
15399686 350.00 207.40 989.00 26.40
15400364 360.00 207.40 989.00 26.40
15401041 400.00 207.40 989.00 26.40
15401719 420.00 207.40 989.00 26.40
15402401 480.00 207.40 989.00 26.40
15403083 490.00 207.40 989.00 26.40
15403761 500.00 207.40 989.00 26.40
15404441 520.00 207.40 989.00 26.30
15405119 530.00 207.40 989.00 26.30
15405796 530.00 207.40 989.00 26.40
15406473 540.00 207.40 989.00 26.40
15407151 550.00 207.40 989.00 26.40
15407829 560.00 207.40 989.00 26.40
15408506 590.00 207.40 989.00 26.40
15409184 600.00 207.40 989.00 26.40
15409862 610.00 207.40 989.00 26.40
15410539 600.00 207.40 989.00 26.40
15411216 600.00 207.40 989.00 26.40
15411893 600.00 207.40 989.00 26.40
15412571 610.00 207.40 989.00 26.40
15413248 620.00 207.40 989.00 26.40
15413929 610.00 207.40 989.00 26.40
15414607 610.00 207.40 989.00 26.30
15415284 610.00 207.40 989.00 26.30
15415961 600.00 207.40 989.00 26.40
15416638 600.00 207.40 989.00 26.40
15417315 590.00 207.40 989.00 26.40
15417992 610.00 207.40 989.00 26.30
15418670 620.00 207.40 989.00 26.40
15419347 630.00 207.40 989.00 26.40
15420024 630.00 207.40 989.00 26.40
15420702 640.00 207.40 989.00 26.40
15421378 630.00 207.40 989.00 26.40
15422055 630.00 207.40 989.00 26.40
15422732 630.00 207.40 989.00 26.40
15423412 630.00 207.40 989.00 26.40
15424089 660.00 207.40 989.00 26.50
15424767 650.00 207.40 989.00 26.40
15425445 660.00 207.40 989.00 26.40
15426123 660.00 207.50 989.00 26.40
15426800 650.00 207.50 989.00 26.40
15427477 660.00 207.50 989.00 26.40
15428154 660.00 207.40 989.00 26.40
15428831 660.00 207.40 989.00 26.40
15429508 660.00 207.40 989.00 26.40
15430185 740.00 207.50 989.00 26.50
15430862 840.00 207.50 989.00 26.30
15431539 960.00 207.50 989.00 26.30
15432216 950.00 207.50 989.00 26.40
15432893 930.00 207.50 989.00 26.40
15433573 890.00 207.50 989.00 26.40
15434250 870.00 207.50 989.00 26.40
15434927 870.00 207.50 989.00 26.50
15435604 840.00 207.50 989.00 26.50
15436281 820.00 207.50 989.00 26.40
15436960 790.00 207.50 989.00 26.40
15437638 790.00 207.50 989.00 26.40
15438314 780.00 207.50 989.00 26.40
15439002 750.00 207.50 989.00 26.50
15439691 740.00 207.50 989.00 26.50
15440368 740.00 207.50 989.00 26.40
15441045 710.00 207.50 989.00 26.40
15441722 720.00 207.50 989.00 26.40
15442400 720.00 207.50 989.00 26.40
15443080 720.00 207.50 989.00 26.50
15443758 730.00 207.50 989.00 26.40
15444435 730.00 207.50 989.00 26.40
15445113 740.00 207.50 989.00 26.40
15445790 730.00 207.50 989.00 26.50
15446468 640.00 207.50 989.00 26.50
15447146 590.00 207.40 989.00 26.50
15447823 590.00 207.40 989.00 26.40
15448500 600.00 207.40 989.00 26.40
15449178 600.00 207.50 989.00 26.40
15449856 590.00 207.50 989.00 26.40
15450533 600.00 207.50 989.00 26.40
15451210 610.00 207.40 989.00 26.40
15451887 620.00 207.40 989.00 26.40
15452568 630.00 207.40 989.00 26.40
15453245 630.00 207.40 989.00 26.40
15453922 630.00 207.40 989.00 26.40
15454600 650.00 207.40 989.00 26.40
15455277 650.00 207.40 989.00 26.40
15455955 640.00 207.40 989.00 26.40
15456632 640.00 207.40 989.00 26.40
15457310 640.00 207.40 989.00 26.40
15457987 660.00 207.40 989.00 26.40
15458665 670.00 207.50 989.00 26.40
15459343 660.00 207.50 989.00 26.40
15460020 660.00 207.50 989.00 26.50
15460697 660.00 207.50 989.00 26.50
15461375 660.00 207.50 989.00 26.40
15462055 660.00 207.50 989.00 26.40
15462732 670.00 207.50 989.00 26.40
15463410 670.00 207.50 989.00 26.50
15464087 680.00 207.50 989.00 26.40
15464764 680.00 207.50 989.00 26.40
15465441 680.00 207.50 989.00 26.50
15466119 700.00 207.50 989.00 26.40
15466796 700.00 207.50 989.00 26.40
15467474 690.00 207.50 989.00 26.40
15468151 690.00 207.50 989.00 26.50
15468829 700.00 207.40 989.00 26.50
15469506 690.00 207.50 989.00 26.40
15470185 690.00 207.50 989.00 26.40
15470862 690.00 207.50 989.00 26.40
15471539 690.00 207.50 989.00 26.40
15472220 690.00 207.50 989.00 26.40
15472898 680.00 207.50 989.00 26.40
15473575 680.00 207.50 989.00 26.40
15474253 680.00 207.50 989.00 26.50
15474930 690.00 207.50 989.00 26.50
15475608 700.00 207.40 989.00 26.50
15476285 710.00 207.40 989.00 26.40
15476962 700.00 207.40 989.00 26.40
15477640 700.00 207.40 989.00 26.40
15478318 710.00 207.40 989.00 26.50
15478995 730.00 207.40 989.00 26.50
15479673 740.00 207.40 989.00 26.50
15480351 740.00 207.40 989.00 26.40
15481028 740.00 207.40 989.00 26.40
15481709 730.00 207.40 989.00 26.40
15482387 730.00 207.40 989.00 26.40
15483064 730.00 207.40 989.00 26.40
15483741 730.00 207.40 989.00 26.40
15484419 740.00 207.40 989.00 26.40
15485097 720.00 207.40 989.00 26.40
15485774 720.00 207.40 989.00 26.40
15486452 720.00 207.40 989.00 26.40
15487129 710.00 207.40 989.00 26.40
15487807 700.00 207.40 989.00 26.40
15488485 700.00 207.40 989.00 26.50
15489162 710.00 207.40 989.00 26.50
15489839 710.00 207.40 989.00 26.40
15490517 720.00 207.40 989.00 26.40
15491198 720.00 207.40 989.00 26.40
15491876 720.00 207.50 989.00 26.40
15492554 710.00 207.50 989.00 26.40
15493231 710.00 207.50 989.00 26.40
15493909 700.00 207.50 989.00 26.30
15494587 710.00 207.50 989.00 26.40
15495264 710.00 207.50 989.00 26.40
15495941 710.00 207.50 989.00 26.40
15496619 710.00 207.50 989.00 26.40
15497297 710.00 207.50 989.00 26.40
15497974 710.00 207.50 989.00 26.50
15498652 720.00 207.50 989.00 26.40
15499329 730.00 207.50 989.00 26.40
15500007 730.00 207.50 989.00 26.40
15500688 740.00 207.50 989.00 26.40
15501365 730.00 207.50 989.00 26.40
15502050 730.00 207.50 989.00 26.50
15502735 730.00 207.50 989.00 26.40
15503412 740.00 207.50 989.00 26.40
15504090 730.00 207.40 989.00 26.50
15504767 730.00 207.40 989.00 26.40
15505445 740.00 207.40 989.00 26.40
15506122 740.00 207.40 989.00 26.40
15506799 730.00 207.40 989.00 26.40
15507476 710.00 207.40 989.00 26.40
15508153 710.00 207.40 989.00 26.40
15508830 710.00 207.40 989.00 26.50
15509507 710.00 207.40 989.00 26.50
15510187 730.00 207.40 989.00 26.40
15510865 730.00 207.40 989.00 26.50
15511542 720.00 207.40 989.00 26.50
15512219 710.00 207.40 989.00 26.50
15512896 710.00 207.40 989.00 26.50
15513574 720.00 207.40 989.00 26.50
15514251 720.00 207.40 989.00 26.50
15514929 730.00 207.40 989.00 26.40
15515606 690.00 207.40 989.00 26.40
15516283 690.00 207.40 989.00 26.50
15516961 690.00 207.40 989.00 26.50
15517637 690.00 207.40 989.00 26.50
15518314 660.00 207.40 989.00 26.50
15518992 650.00 207.40 989.00 26.40
15519668 600.00 207.40 989.00 26.40
15520348 600.00 207.40 989.00 26.50
15521026 620.00 207.40 989.00 26.50
15521702 620.00 207.40 989.00 26.50
15522379 630.00 207.40 989.00 26.40
15523057 640.00 207.40 989.00 26.50
15523734 630.00 207.40 989.00 26.50
15524410 630.00 207.40 989.00 26.40
15525089 630.00 207.40 989.00 26.50
15525767 650.00 207.40 989.00 26.50
15526444 660.00 207.50 989.00 26.40
15527121 690.00 207.50 989.00 26.50
15527798 690.00 207.50 989.00 26.50
15528475 690.00 207.50 989.00 26.40
15529152 670.00 207.50 989.00 26.40
15529832 670.00 207.50 989.00 26.40
15530508 660.00 207.50 989.00 26.50
15531186 660.00 207.50 989.00 26.50
15531863 660.00 207.50 989.00 26.50
15532540 660.00 207.50 989.00 26.50
15533218 660.00 207.50 989.00 26.50
15533894 670.00 207.50 989.00 26.50
15534571 680.00 207.50 989.00 26.40
15535249 690.00 207.50 989.00 26.50
15535925 690.00 207.50 989.00 26.50
15536603 690.00 207.50 989.00 26.40
15537281 690.00 207.50 989.00 26.40
15537959 690.00 207.50 989.00 26.40
15538636 690.00 207.50 989.00 26.50
15539321 690.00 207.50 989.00 26.50
15539998 690.00 207.50 989.00 26.50
15540675 680.00 207.50 989.00 26.50
15541353 690.00 207.50 989.00 26.50
15542030 700.00 207.50 989.00 26.50
15542707 710.00 207.50 989.00 26.50
15543385 700.00 207.50 989.00 26.40
15544062 690.00 207.50 989.00 26.40
15544739 690.00 207.50 989.00 26.40
15545417 690.00 207.50 989.00 26.50
15546094 690.00 207.50 989.00 26.50
15546772 690.00 207.50 989.00 26.50
15547449 690.00 207.50 989.00 26.40
15548127 690.00 207.50 989.00 26.50
15548818 690.00 207.50 989.00 26.50
15549495 690.00 207.50 989.00 26.50
15550173 670.00 207.50 989.00 26.50
15550850 670.00 207.50 989.00 26.50
15551528 660.00 207.50 989.00 26.60
15552205 680.00 207.50 989.00 26.50
15552883 680.00 207.40 989.00 26.50
15553560 680.00 207.40 989.00 26.50
15554237 670.00 207.40 989.00 26.50
15554914 660.00 207.40 989.00 26.50
15555592 650.00 207.40 989.00 26.50
15556269 640.00 207.40 989.00 26.50
15556946 640.00 207.40 989.00 26.50
15557630 770.00 207.40 989.00 26.50
15558314 770.00 207.40 989.00 26.40
15558994 750.00 207.40 989.00 26.40
15559672 770.00 207.40 989.00 26.60
15560350 780.00 207.40 989.00 26.50
15561027 790.00 207.40 989.00 26.50
15561705 770.00 207.40 989.00 26.40
15562382 760.00 207.40 989.00 26.50
15563059 740.00 207.40 989.00 26.50
15563737 740.00 207.40 989.00 26.50
15564415 750.00 207.40 989.00 26.50
15565092 750.00 207.40 989.00 26.50
15565770 750.00 207.40 989.00 26.50
15566447 740.00 207.40 989.00 26.40
15567125 740.00 207.40 989.00 26.40
15567803 720.00 207.40 989.00 26.50
15568483 710.00 207.40 989.00 26.50
15569161 710.00 207.40 989.00 26.50
15569839 710.00 207.40 989.00 26.50
15570517 710.00 207.40 989.00 26.50
15571194 710.00 207.40 989.00 26.50
15571872 710.00 207.40 989.00 26.50
15572550 700.00 207.40 989.00 26.50
15573227 700.00 207.40 989.00 26.50
15573905 700.00 207.40 989.00 26.40
15574582 710.00 207.40 989.00 26.50
15575259 710.00 207.40 989.00 26.50
15575937 700.00 207.40 989.00 26.50
15576615 690.00 207.40 989.00 26.40
15577292 680.00 207.40 989.00 26.40
15577973 670.00 207.40 989.00 26.40
15578658 660.00 207.40 989.00 26.50
15579343 660.00 207.40 989.00 26.50
15580021 660.00 207.40 989.00 26.40
15580698 660.00 207.40 989.00 26.50
15581376 660.00 207.40 989.00 26.50
15582053 660.00 207.40 989.00 26.50
15582730 660.00 207.40 989.00 26.50
15583408 650.00 207.40 989.00 26.50
15584086 650.00 207.40 989.00 26.50
15584763 660.00 207.40 989.00 26.50
15585441 650.00 207.40 989.00 26.50
15586119 660.00 207.40 989.00 26.40
15586796 660.00 207.40 989.00 26.50
15587477 660.00 207.40 989.00 26.50
15588154 660.00 207.40 989.00 26.50
15588831 660.00 207.40 989.00 26.50
15589509 660.00 207.40 989.00 26.50
15590187 690.00 207.40 989.00 26.50
15590865 680.00 207.40 989.00 26.50
15591543 670.00 207.40 989.00 26.50
15592220 670.00 207.40 989.00 26.50
15592898 680.00 207.40 989.00 26.50
15593575 670.00 207.40 989.00 26.50
15594251 680.00 207.40 989.00 26.50
15594929 660.00 207.40 989.00 26.50
15595606 630.00 207.40 989.00 26.50
15596283 640.00 207.40 989.00 26.60
15596964 560.00 207.40 989.00 26.50
15597641 350.00 207.40 989.00 26.50
15598317 250.00 207.40 989.00 26.40
15598995 270.00 207.40 989.00 26.50
15599671 310.00 207.40 989.00 26.50
15600348 360.00 207.40 989.00 26.40
15601026 370.00 207.40 989.00 26.50
15601704 410.00 207.40 989.00 26.50
15602382 420.00 207.40 989.00 26.50
15603059 440.00 207.40 989.00 26.50
15603736 480.00 207.40 989.00 26.50
15604413 490.00 207.40 989.00 26.50
15605090 490.00 207.40 989.00 26.50
15605767 530.00 207.40 989.00 26.50
15606444 530.00 207.40 989.00 26.50
15607146 540.00 207.40 989.00 26.50
15607822 560.00 207.40 989.00 26.50
15608499 560.00 207.40 989.00 26.50
15609177 570.00 207.40 989.00 26.50
15609854 600.00 207.40 989.00 26.50
15610531 600.00 207.40 989.00 26.50
15611210 620.00 207.40 989.00 26.40
15611890 630.00 207.40 989.00 26.40
15612566 640.00 207.40 989.00 26.40
15613244 660.00 207.40 989.00 26.50
15613920 660.00 207.40 989.00 26.50
15614597 660.00 207.40 989.00 26.50
15615275 670.00 207.40 989.00 26.50
15615952 680.00 207.40 989.00 26.50
15616632 690.00 207.40 989.00 26.50
15617310 670.00 207.40 989.00 26.40
15617986 660.00 207.40 989.00 26.40
15618664 660.00 207.40 989.00 26.40
15619341 660.00 207.40 989.00 26.50
15620019 650.00 207.40 989.00 26.40
15620696 650.00 207.40 989.00 26.40
15621373 660.00 207.40 989.00 26.50
15622051 650.00 207.40 989.00 26.40
15622729 660.00 207.40 989.00 26.40
15623407 660.00 207.40 989.00 26.40
15624084 670.00 207.40 989.00 26.50
15624762 690.00 207.40 989.00 26.50
15625439 690.00 207.40 989.00 26.50
15626119 690.00 207.40 989.00 26.60
15626796 690.00 207.40 989.00 26.60
15627474 690.00 207.40 989.00 26.40
15628152 690.00 207.40 989.00 26.50
15628829 690.00 207.40 989.00 26.50
15629506 690.00 207.40 989.00 26.60
15630183 700.00 207.40 989.00 26.50
15630860 690.00 207.40 989.00 26.50
15631538 690.00 207.40 989.00 26.50
15632216 690.00 207.40 989.00 26.50
15632893 680.00 207.40 989.00 26.50
15633570 670.00 207.40 989.00 26.50
15634248 670.00 207.40 989.00 26.50
15634926 670.00 207.40 989.00 26.50
15635607 670.00 207.40 989.00 26.50
15636284 670.00 207.40 989.00 26.40
15636961 670.00 207.40 989.00 26.40
15637639 670.00 207.40 989.00 26.50
15638316 650.00 207.40 989.00 26.50
15638993 650.00 207.40 989.00 26.50
15639671 650.00 207.40 989.00 26.50
15640349 660.00 207.40 989.00 26.50
15641025 660.00 207.40 989.00 26.50
15641703 660.00 207.40 989.00 26.50
15642380 680.00 207.40 989.00 26.50
15643057 670.00 207.40 989.00 26.50
15643735 660.00 207.40 989.00 26.50
15644413 680.00 207.40 989.00 26.40
15645090 680.00 207.40 989.00 26.40
15645770 680.00 207.40 989.00 26.50
15646448 680.00 207.40 989.00 26.50
15647126 660.00 207.40 989.00 26.50
15647803 670.00 207.40 989.00 26.50
15648480 670.00 207.40 989.00 26.50
15649158 670.00 207.40 989.00 26.50
15649836 680.00 207.40 989.00 26.50
15650513 680.00 207.40 989.00 26.40
15651191 690.00 207.40 989.00 26.40
15651869 690.00 207.40 989.00 26.40
15652546 690.00 207.40 989.00 26.50
15653224 690.00 207.40 989.00 26.50
15653901 690.00 207.40 989.00 26.50
15654578 690.00 207.40 989.00 26.50
15655259 680.00 207.40 989.00 26.50
15655937 660.00 207.40 989.00 26.50
15656614 640.00 207.40 989.00 26.50
15657292 640.00 207.40 989.00 26.50
15657970 630.00 207.40 989.00 26.50
15658648 630.00 207.40 989.00 26.50
15659325 650.00 207.40 989.00 26.50
15660002 660.00 207.40 989.00 26.50
15660680 660.00 207.40 989.00 26.50
15661358 640.00 207.40 989.00 26.50
15662035 650.00 207.40 989.00 26.60
15662713 650.00 207.40 989.00 26.50
15663391 640.00 207.40 989.00 26.50
15664068 630.00 207.40 989.00 26.50
15664749 640.00 207.40 989.00 26.50
15665426 670.00 207.40 989.00 26.50
15666103 670.00 207.40 989.00 26.50
15666781 660.00 207.40 989.00 26.50
15667459 660.00 207.40 989.00 26.50
15668136 660.00 207.40 989.00 26.50
15668814 660.00 207.40 989.00 26.40
15669492 660.00 207.40 989.00 26.40
15670170 660.00 207.40 989.00 26.50
15670847 660.00 207.40 989.00 26.50
15671525 660.00 207.40 989.00 26.50
15672202 660.00 207.40 989.00 26.50
15672880 660.00 207.40 989.00 26.50
15673557 650.00 207.40 989.00 26.50
15674238 650.00 207.40 989.00 26.50
15674916 630.00 207.40 989.00 26.40
15675593 640.00 207.40 989.00 26.40
15676271 650.00 207.40 989.00 26.50
15676948 650.00 207.40 989.00 26.50
15677626 660.00 207.40 989.00 26.50
15678303 670.00 207.40 989.00 26.50
15678981 670.00 207.40 989.00 26.50
15679658 660.00 207.40 989.00 26.50
15680336 660.00 207.40 989.00 26.50
15681014 660.00 207.40 989.00 26.50
15681692 650.00 207.40 989.00 26.50
15682369 640.00 207.40 989.00 26.50
15683047 630.00 207.50 989.00 26.50
15683727 630.00 207.50 989.00 26.50
15684404 630.00 207.50 989.00 26.50
15685082 640.00 207.50 989.00 26.50
15685759 660.00 207.50 989.00 26.50
15686436 660.00 207.50 989.00 26.50
15687114 650.00 207.50 989.00 26.50
15687791 650.00 207.50 989.00 26.50
15688468 650.00 207.50 989.00 26.40
15689146 640.00 207.50 989.00 26.50
15689822 630.00 207.50 989.00 26.50
15690499 640.00 207.50 989.00 26.50
15691177 640.00 207.50 989.00 26.40
15691855 650.00 207.50 989.00 26.40
15692533 660.00 207.50 989.00 26.60
15693210 670.00 207.50 989.00 26.50
15693894 670.00 207.50 989.00 26.50
15694571 660.00 207.40 989.00 26.50
15695249 660.00 207.40 989.00 26.60
15695925 660.00 207.40 989.00 26.60
15696602 660.00 207.40 989.00 26.50
15697280 660.00 207.40 989.00 26.50
15697956 660.00 207.40 989.00 26.50
15698633 650.00 207.40 989.00 26.50
15699311 650.00 207.40 989.00 26.60
15699988 640.00 207.40 989.00 26.60
15700664 630.00 207.50 989.00 26.50
15701342 640.00 207.50 989.00 26.50
15702019 650.00 207.50 989.00 26.50
15702696 660.00 207.40 989.00 26.50
15703385 660.00 207.40 989.00 26.50
15704062 670.00 207.40 989.00 26.50
15704739 670.00 207.50 989.00 26.60
15705417 660.00 207.50 989.00 26.50
15706094 670.00 207.50 989.00 26.50
15706771 670.00 207.50 989.00 26.50
15707448 660.00 207.50 989.00 26.50
15708124 660.00 207.50 989.00 26.50
15708801 660.00 207.50 989.00 26.60
15709479 670.00 207.50 989.00 26.50
15710156 680.00 207.50 989.00 26.50
15710833 670.00 207.40 989.00 26.50
15711510 660.00 207.40 989.00 26.50
15712187 660.00 207.40 989.00 26.50
15712875 670.00 207.50 989.00 26.60
15713560 660.00 207.50 989.00 26.50
15714237 660.00 207.50 989.00 26.50
15714914 670.00 207.50 989.00 26.50
15715592 680.00 207.50 989.00 26.60
15716270 680.00 207.50 989.00 26.50
15716947 690.00 207.50 989.00 26.50
15717624 690.00 207.50 989.00 26.50
15718302 690.00 207.50 989.00 26.50
15718979 670.00 207.50 989.00 26.50
15719657 670.00 207.50 989.00 26.50
15720334 670.00 207.50 989.00 26.50
15721011 670.00 207.50 989.00 26.50
15721688 670.00 207.50 989.00 26.50
15722369 670.00 207.50 989.00 26.50
15723046 660.00 207.40 989.00 26.50
15723724 660.00 207.40 989.00 26.50
15724402 660.00 207.40 989.00 26.50
15725079 660.00 207.40 989.00 26.50
15725757 670.00 207.40 989.00 26.50
15726434 680.00 207.40 989.00 26.60
15727111 680.00 207.40 989.00 26.60
15727789 680.00 207.40 989.00 26.60
15728467 670.00 207.40 989.00 26.50
15729144 660.00 207.40 989.00 26.50
15729822 660.00 207.40 989.00 26.50
15730498 640.00 207.40 989.00 26.50
15731176 660.00 207.40 989.00 26.50
15731853 670.00 207.40 989.00 26.50
15732534 690.00 207.40 989.00 26.60
15733211 680.00 207.40 989.00 26.60
15733889 670.00 207.40 989.00 26.50
15734566 680.00 207.40 989.00 26.50
15735243 680.00 207.40 989.00 26.50
15735922 680.00 207.40 989.00 26.50
15736599 680.00 207.40 989.00 26.50
15737277 680.00 207.40 989.00 26.50
15737954 660.00 207.40 989.00 26.50
15738632 650.00 207.40 989.00 26.60
15739309 650.00 207.40 989.00 26.60
15739987 650.00 207.40 989.00 26.50
15740665 650.00 207.40 989.00 26.50
15741342 650.00 207.40 989.00 26.50
15742023 650.00 207.50 989.00 26.50
15742700 650.00 207.50 989.00 26.60
15743378 650.00 207.50 989.00 26.60
15744055 660.00 207.50 989.00 26.50
15744733 650.00 207.50 989.00 26.50
15745411 650.00 207.50 989.00 26.50
15746088 670.00 207.50 989.00 26.60
15746766 680.00 207.50 989.00 26.50
15747444 700.00 207.50 989.00 26.50
15748122 700.00 207.50 989.00 26.50
15748799 700.00 207.40 989.00 26.60
15749477 710.00 207.40 989.00 26.60
15750154 700.00 207.40 989.00 26.50
15750832 700.00 207.40 989.00 26.60
15751512 700.00 207.40 989.00 26.60
15752190 700.00 207.40 989.00 26.50
15752868 700.00 207.50 989.00 26.50
15753545 700.00 207.50 989.00 26.50
15754223 700.00 207.50 989.00 26.50
15754900 710.00 207.40 989.00 26.50
15755578 700.00 207.40 989.00 26.50
15756255 700.00 207.50 989.00 26.50
15756933 700.00 207.50 989.00 26.50
15757611 700.00 207.50 989.00 26.50
15758288 700.00 207.40 989.00 26.50
15758966 680.00 207.50 989.00 26.50
15759644 680.00 207.50 989.00 26.50
15760321 690.00 207.40 989.00 26.50
15761002 700.00 207.40 989.00 26.60
15761680 700.00 207.40 989.00 26.60
15762357 700.00 207.40 989.00 26.50
15763035 700.00 207.40 989.00 26.60
15763712 700.00 207.40 989.00 26.60
15764390 700.00 207.40 989.00 26.60
15765068 690.00 207.40 989.00 26.50
15765745 680.00 207.40 989.00 26.50
15766423 680.00 207.40 989.00 26.50
